text,labels,source,pred,pred_label,true_label,confidence
มอดดดชีสสสส,0,wisesight_test,1,neutral,positive,0.78039616
คุณอาร์โนด์ เบียเลคกิ ประธานบริหาร โซเด็กซ์โซ่ ประเทศไทย เป็นตัวแทนบริษัท มอบเช็คสินไหมกรณีเสียชีวิตของนายกฤษดา สำราญ (นักโภชนากรประจำที่สาขาโรงพยาบาลสมิติเวชศรีนครินทร์) จำนวนหนึ่งแสนบาท ให้แก่ครอบครัวตามที่ได้ระบุผู้รับผลประโยชน์ไว้ บริษัทขอแสดงความเสียใจมา ณ โอกาสนี้ด้วยค่ะ,2,wisesight_test,1,neutral,negative,0.780222
ซีคอนกว่าจะเปิด....,2,wisesight_test,1,neutral,negative,0.78005975
เคยคุยกับแท็กซี่ เค้าบอกว่าฮอนด้าไม่ให้มาทำแท็กซี่ เลยซื้อโตโยต้าแทน,1,wisesight_test,2,negative,neutral,0.77954274
เดี๋ยวนี้พนักงานที่สนามบินบางคนทำไมถึงพูดจาและแสดงกิริยาออกมาแย่จัง เห็นเป็นต่างชาติแล้วเหวี่ยงภาษาไทย ถึงเค้าจะฟังไม่ออก แต่กิริยาที่ออกมาไม่น่าดูเลย เป็นคนไทยเองเห็นยังแย่,0,wisesight_test,2,negative,positive,0.7787517
หิวนะ,0,wisesight_test,1,neutral,positive,0.7784043
แบงค็อก ยูไนเต็ด เผด็จศึกครับบบบ #ChangFAcupFinal,0,wisesight_test,1,neutral,positive,0.77767044
กดไลค์ กดแชร์เพจแล้วค่ะ อยากได้ Garnier Pure Active Sensitive สำหรับผิว Sensitive ของ Garnier ค่ะ,0,wisesight_test,1,neutral,positive,0.7774251
พร้อมเสมอ,0,wisesight_test,1,neutral,positive,0.776949
เลิกใช้โซฟีจย้าาาา,2,wisesight_test,1,neutral,negative,0.77673346
จดทะเบียนครับผม,0,wisesight_test,1,neutral,positive,0.7767114
หิววววววว555555,0,wisesight_test,1,neutral,positive,0.7766042
แล้วแต่เวลาชวน ไม่กินเอง,1,wisesight_test,2,negative,neutral,0.77561754
ผอมมม,2,wisesight_test,1,neutral,negative,0.7755294
ขอบคุนทีมงานมากๆเลยนะครับ,1,wisesight_test,0,positive,neutral,0.77435917
วันนี้ป่ะล่ะ หิว 55555,0,wisesight_test,1,neutral,positive,0.7740249
🥤 #ตุ๊กตาชานมไข่มุก #น่ารักน่ากินงั่มมม เรามาถึงจุดที่มีตุ๊กตาชานมไข่มุกกันแล้ววว นุ่มนิ่มน่ากอด น่ากินด้วยอะงื้อ แก้วเล็ก 285.- เป็นพวงกุญแจได้ด้วย แก้วใหญ่ 495.- งุ้ยรักน้องงง~ 📆 วันนี้เป็นต้นไป📍 โซนของเล่น @สยามพารากอน #ปันโปร #ชานมไข่มุก #ของมันต้องมี #แท็กเพื่อนมาดู,0,wisesight_test,1,neutral,positive,0.7738975
กติกา show dc โคตรเหี้ยยย,2,wisesight_test,1,neutral,negative,0.77374804
แฟนแมนยูเหมือนกันครับที่ทำงานมีแต่เด็กหงษ์ ผมเลยดื่มแสงโสมอย่างเดียว555,1,wisesight_test,2,negative,neutral,0.77361387
เบื่อละ,2,wisesight_test,1,neutral,negative,0.77240026
กระบะ โดย Gene มันน่าจะกระด้างอยู่แล้ว ไม่ว่าไปเจ้าไหนก็เหอะ ถ้าเอามาเทียบกับ City ตาม จขกท ขับมาก่อน,1,wisesight_test,2,negative,neutral,0.77032954
ก็เพิ่งรู้ว่ามีผ้าอนามัยแบบสอด😂,1,wisesight_test,2,negative,neutral,0.7693732
วัดไล่ที่ชาวบ้านด้วย แอบขายที่ธรณีสงฆ์ให้กทม.+สำนักงานทรัพย์สิน. อ้างหาเงินบำรุงวัด สร้างศาสนาสถานเพื่อชาติ ท่องเที่ยว,2,wisesight_test,1,neutral,negative,0.7693485
50% ยังไง หลอกลวงผู้บริโภคป่ะ มันต้อง 42.5 บาทสิ,2,wisesight_test,1,neutral,negative,0.76902544
หยุด! กูเอียนแล้ววว🙄,2,wisesight_test,1,neutral,negative,0.768478
หิวจุง😂,0,wisesight_test,1,neutral,positive,0.76631296
#คอเหล้าโปรดทราบ ตอนนี้ RED BLACK ตระกูล​ Jonny walker กำลังระบาด #แพทย์เตือนกินถึงตายครับ #ส่วนหนึ่งของเหล้าปลอม 200 ลัง มูลค่ากว่า 10 ล้านบาท พร้อมอุปกรณ์#การผลิต ที่ตำรวจจับได้ที่บ้านเช่าเลขที่ 46/7 หมู่ 6 ต.บางหลวง อ.เมือง ปทุมธานี C.r.กลุ่มใลน์เเจ้งข่าวสารทั่วไทย ดูไว้ เหล้าที่ดื่มกัน มันจริงแค่ใหน!!!!! #เหล้าเถื่อน,2,wisesight_test,1,neutral,negative,0.7662723
ห่างเหินกันมานานแล้วนะ ชมพู่หาเฟสไม่เจอ55555,1,wisesight_test,2,negative,neutral,0.7655689
อีทูดี้ อิเวง,2,wisesight_test,1,neutral,negative,0.765141
เสริมทักษะ. ^^ ต้องรู้ผิดรู้ถูก. ตอนนึ้นานๆกินๆแฮ้ง ลำบากกาย..นานๆที่ สปายสามขวดพอดี ดื่มคนเดียว..หลับ. . ประมาท 25% รึเปล่า.,0,wisesight_test,1,neutral,positive,0.7646324
ขายขี้หน้าชิบบบ,2,wisesight_test,1,neutral,negative,0.76259047
กินนี่มะ,0,wisesight_test,1,neutral,positive,0.7617073
ขอบคุณค่ะแต่ก่อนอยู่กรุงเทพใช่อย่างแพงแต่เดี่ยวนี้5ปีแล้วเลยใช่แค่นี้พอ5555,1,wisesight_test,2,negative,neutral,0.7613478
หรือชัยนาทมีป่าวหว่า,0,wisesight_test,1,neutral,positive,0.7609299
แกใช้ครับ มิสทีน,0,wisesight_test,1,neutral,positive,0.76088667
รีวิวshowdc : อย่าเพิ่งมาอีสัส ร้างชิบผมใช้วีโก้นะแต่รีโว่ไปออกแบบมาใหม่เถอะ,2,wisesight_test,1,neutral,negative,0.76021254
ทีเด็ดครับบอกเลย,0,wisesight_test,1,neutral,positive,0.7599816
ได้ของครบค่ะ,0,wisesight_test,1,neutral,positive,0.7597652
ลงทีใหนคับ,0,wisesight_test,1,neutral,positive,0.7588694
ดิ,0,wisesight_test,1,neutral,positive,0.7563723
"มันไม่ใช่พรบ.ที่บัญญัติให้เพศเดียวกันแต่งงานกันได้โว้ย ""คู่ชีวิต"" ไม่ใช่ ""คู่สมรส"" พรบ.คู่ชีวิตเป็นการกำหนดให้คู่ชีวิตมีสิทธิหน้าที่ในการอุปการะเลี้ยงดูกัน รวมถึงสิทธิในการยินยอมรักษาพยาบาล อำนาจจัดการศพ ดำเนินคดีอาญาแทน ฯลฯ และมีข้อยกเว้นอีกเยอะ แต่ไม่ใช่ให้อำนาจแต่งงานอ่ะ.....",2,wisesight_test,1,neutral,negative,0.7563537
อร่อย เคยไปกินกะแม่วันเกิด เนื้อละลายในปาก บุฟเฟ่,0,wisesight_test,2,negative,positive,0.7554765
ยะลา,0,wisesight_test,1,neutral,positive,0.7545802
